bairro,logradouro,venda_itbi_rs_m2,venal_iptu_rs_m2,premio_mercado,n_vendas,n_imoveis_iptu
SAO JOAO,RUA FELICISSIMO DE AZEVEDO,5171,3443,1.5,43,428
SAO JOAO,RUA CARLOS VON KOSERITZ,5048,3477,1.45,92,491
SAO JOAO,RUA AMERICO VESPUCIO,4648,3478,1.34,17,122
SAO JOAO,AVENIDA BERLIM,4522,2426,1.86,7,44
SAO JOAO,AVENIDA SAO PEDRO,4207,3897,1.08,6,59
SAO JOAO,RUA VINTE CINCO DE JULHO,4145,2726,1.52,3,27
SAO JOAO,RUA DOM PEDRO II,4030,3515,1.15,15,159
SAO JOAO,RUA EDU CHAVES,4022,1555,2.59,6,14
SAO JOAO,RUA LUZITANA,3944,2107,1.87,24,145
SAO JOAO,AVENIDA CRISTOVAO COLOMBO,3924,2935,1.34,21,130
SAO JOAO,RUA BUARQUE DE MACEDO,3912,2773,1.41,8,70
SAO JOAO,RUA MARCELO GAMA,3868,2647,1.46,35,260
SAO JOAO,RUA MARQUES DE ALEGRETE,3747,2433,1.54,11,116
SAO JOAO,RUA GEN COUTO DE MAGALHAES,3676,2506,1.47,31,213
SAO JOAO,RUA HONORIO SILVEIRA DIAS,3605,2530,1.42,91,571
SAO JOAO,RUA CEL FEIJO,3485,2520,1.38,9,71
SAO JOAO,RUA PEDRO AMERICO,3483,1726,2.02,13,105
SAO JOAO,RUA VILELA TAVARES,3466,2049,1.69,14,90
SAO JOAO,AVENIDA NOVA YORK,3426,3672,0.93,6,90
SAO JOAO,RUA PORTUGAL,3334,3183,1.05,12,131
SAO JOAO,RUA DONA MARGARIDA,3263,1642,1.99,5,49
SAO JOAO,RUA SOUZA REIS,3221,1738,1.85,13,184
SAO JOAO,RUA DR JOAO INACIO,3215,1686,1.91,6,60
SAO JOAO,AVENIDA BENJAMIN CONSTANT,3196,2291,1.4,114,668
SAO JOAO,RUA DEZESSEIS DE JULHO,3154,3856,0.82,4,49
SAO JOAO,RUA DONA SEBASTIANA,3056,1852,1.65,8,69
SAO JOAO,AVENIDA ASSIS BRASIL,2998,2299,1.3,59,337
SAO JOAO,RUA PEREIRA FRANCO,2623,1825,1.44,4,46
SAO JOAO,AVENIDA CEARA,2592,1904,1.36,12,28
SAO JOAO,AVENIDA SERTORIO,2084,1420,1.47,5,37
SAO SEBASTIAO,RUA JERONYMO ZELMANOVITZ,7714,3592,2.15,409,708
SAO SEBASTIAO,RUA FREDERICO OTAVIO DOMINGUES BARBOSA,7400,3375,2.19,95,440
SAO SEBASTIAO,AVENIDA ASSIS BRASIL,5220,2879,1.81,71,343
SAO SEBASTIAO,RUA JOAQUIM SILVEIRA,5039,3214,1.57,11,103
SAO SEBASTIAO,RUA MIGUEL DI GIORGIO,4821,2780,1.73,29,87
SAO SEBASTIAO,RUA PRESIDENTE JUAREZ,4737,2444,1.94,26,133
SAO SEBASTIAO,RUA MAJOR HERCULES GOMES LIMEIRA,4655,2356,1.98,5,47
SAO SEBASTIAO,AVENIDA JOAO XXIII,4339,2974,1.46,68,333
SAO SEBASTIAO,RUA JOSE JULIANO,4264,2440,1.75,9,71
SAO SEBASTIAO,RUA MARIA MONTESSORI,3907,1644,2.38,30,145
SAO SEBASTIAO,AVENIDA ASSIS CHATEAUBRIAND,3882,2269,1.71,14,124
SAO SEBASTIAO,RUA WALT DISNEY,3881,1718,2.26,8,54
SAO SEBASTIAO,RUA MINISTRO OLIVEIRA LIMA,3853,1911,2.02,57,304
SAO SEBASTIAO,RUA MARTIN LUTHER KING,3846,2714,1.42,5,44
SAO SEBASTIAO,TRAVESSA LANCASTER,3774,1695,2.23,7,32
SAO SEBASTIAO,RUA AUGUSTO ATTILIO GIORDANI,3736,1538,2.43,16,101
SAO SEBASTIAO,RUA VERONESE,3558,1741,2.04,5,56
SAO SEBASTIAO,RUA ITIBERE DA CUNHA,3466,1649,2.1,31,185
SAO SEBASTIAO,RUA BOM RETIRO DO SUL,3390,1540,2.2,7,37
SAO SEBASTIAO,RUA CANDIDO PORTINARI,3382,2633,1.28,3,32
SAO SEBASTIAO,RUA LASAR SEGALL,3372,2133,1.58,25,208
SAO SEBASTIAO,AVENIDA NEMOTO,3319,2238,1.48,27,127
SAO SEBASTIAO,RUA JOSE MAURICIO,3288,1564,2.1,17,84
SAO SEBASTIAO,RUA GUARA,3011,1952,1.54,4,43
SAO SEBASTIAO,AVENIDA PASTOR ERNESTO SCHLIEPER,2957,1611,1.84,21,86
SAO SEBASTIAO,RUA DR ALBERTO ALBERTINI,2955,2555,1.16,3,96
SARANDI,RUA SENHOR DO BOM FIM,5907,1650,3.58,143,11
SARANDI,AVENIDA WILLY EUGENIO FLECK,5329,2421,2.2,135,488
SARANDI,RUA MONSENHOR ANTONIO GUILHERME GRINGS,5181,2854,1.82,28,172
SARANDI,RUA LILA RIPOLL,5000,2405,2.08,13,131
SARANDI,AVENIDA FRANCISCO SILVEIRA BITENCOURT,4955,1996,2.48,3,55
SARANDI,ALAMEDA TRES DE OUTUBRO,4832,2577,1.88,58,415
SARANDI,RUA WALDEMAR PINHEIRO CANTERGI,4827,3365,1.43,29,159
SARANDI,RUA ITAUNA,4816,2124,2.27,4,68
SARANDI,RUA ENG JOAO LUDERITZ,4741,2480,1.91,48,322
SARANDI,AVENIDA ENG FREDERICO DAHNE,4670,2328,2.01,21,204
SARANDI,AVENIDA ECOVILLE,4652,2896,1.61,122,557
SARANDI,RUA THEO BENEVENUTO,4644,2006,2.32,6,34
SARANDI,RUA LINDOLFO HENKE,4602,2483,1.85,35,191
SARANDI,RUA ENG ARNALDO GLADOSCH,4595,2994,1.53,28,151
SARANDI,AVENIDA SERTORIO,4410,2378,1.85,63,375
SARANDI,RUA GABRIEL FRANCO DA LUZ,4127,1570,2.63,165,713
SARANDI,RUA ZEFERINO DIAS,4099,1584,2.59,94,639
SARANDI,RUA SERAFIM ALENCASTRO,4092,2184,1.87,6,126
SARANDI,RUA ENG SADI CASTRO,4018,2451,1.64,58,315
SARANDI,RUA LUIZ CARNIGLIA,3978,2554,1.56,3,45
SARANDI,AVENIDA SARANDI,3916,2379,1.65,65,339
SARANDI,RUA ENG UBATUBA DE FARIA,3896,2079,1.87,5,62
SARANDI,RUA LAGOA DO PEIXE,3854,2536,1.52,6,35
SARANDI,AVENIDA GEN RAPHAEL ZIPPIN,3847,2185,1.76,41,192
SARANDI,AVENIDA SALVADOR LEAO,3835,2186,1.75,32,312
SARANDI,AVENIDA SOUZA MELO,3782,1626,2.33,145,618
SARANDI,RUA COMISSARIO BERGMANN,3739,2083,1.8,15,64
SARANDI,AVENIDA ENG FRANCISCO RODOLFO SIMCH,3738,1764,2.12,185,1082
SARANDI,RUA ENG FERNANDO DE ABREU PEREIRA,3737,1423,2.63,28,210
SARANDI,AVENIDA FARIA LOBATO,3697,1770,2.09,47,262
SARANDI,RUA DR DANILO ANTONIO ZAFFARI,3650,2528,1.44,4,12
SARANDI,RUA PROF JOABER PEREIRA,3643,2260,1.61,15,168
SARANDI,AVENIDA ASSIS BRASIL,3573,5330,0.67,7,269
SARANDI,RUA NORBERTO JUNG,3558,2269,1.57,43,144
SARANDI,RUA ARI BARROSO,3501,1978,1.77,28,204
SARANDI,AVENIDA DOS GAUCHOS,3500,2006,1.74,5,108
SARANDI,RUA ALVARO VIEIRA GUIMARAES,3472,2740,1.27,5,57
SARANDI,RUA FIGUEIREDO MASCARENHAS,3460,1350,2.56,44,223
SARANDI,RUA DONA ALZIRA,3393,1253,2.71,14,127
SARANDI,RUA VICENTE FERREIRA GOMES,3381,984,3.44,29,186
SARANDI,RUA NICOLAU COPERNICO,3370,3016,1.12,4,9
SARANDI,AVENIDA MARTINS BASTOS,3319,1825,1.82,7,132
SARANDI,RUA PROF CECY CORDEIRO THOFEHRN,3233,1509,2.14,19,167
SARANDI,RUA ABAETE,3193,1996,1.6,17,141
SARANDI,AVENIDA BALTAZAR DE OLIVEIRA GARCIA,3189,2155,1.48,23,163
SARANDI,RUA REZENDE COSTA,3085,1955,1.58,10,180
SARANDI,AVENIDA ALCIDES S SEVERIANO,3073,1664,1.85,6,16
SARANDI,RUA SYLVIO SANSON,3063,2450,1.25,7,116
SARANDI,RUA RODRIGUES DA COSTA,3048,1880,1.62,11,189
SARANDI,RUA DOMINGOS DE ABREU,3037,1910,1.59,8,216
SARANDI,RUA OLIVEIRA LOPES,3031,1763,1.72,19,221
SARANDI,RUA BADEN POWELL,3030,2544,1.19,9,65
SARANDI,AVENIDA MINAS GERAIS,2980,1698,1.76,4,36
SARANDI,RUA CORREA DE MELO,2980,1899,1.57,11,179
SARANDI,RUA DOM JAIME DE BARROS CAMARA,2901,2072,1.4,16,114
SARANDI,BECO JOSE PARIS,2866,846,3.39,97,182
SARANDI,RUA LAUDELINO FREIRE,2663,1959,1.36,8,150
SARANDI,RUA PANDIA CALOGERAS,2655,1855,1.43,6,122
SARANDI,RUA TARUMA,2476,1395,1.77,3,49
SARANDI,RUA DR JOAO DAHNE,2423,2551,0.95,5,16
SARANDI,RUA VIEIRA DA CUNHA,2381,1876,1.27,7,68
SARANDI,RUA TAPIRAPES,2360,2191,1.08,3,39
SARANDI,AVENIDA VINTE UM DE ABRIL,2322,2031,1.14,7,193
SARANDI,RUA PASSOS FIGUEIROA,2250,1848,1.22,3,72
SARANDI,RUA VIDAL BARBOSA,2229,1786,1.25,7,172
SARANDI,AVENIDA ALCIDES MAIA,2217,1906,1.16,16,202
SARANDI,RUA VIEIRA DA SILVA,2215,1864,1.19,5,191
SARANDI,RUA ITAPUI,2048,2237,0.92,9,39
SARANDI,RUA PAULO GOMES DE OLIVEIRA,1704,1838,0.93,3,31
SARANDI,RUA XAVIER DE CARVALHO,1698,1710,0.99,3,66
SERRARIA,AVENIDA ORLEAES,4086,1746,2.34,309,128
SERRARIA,RUA PONCIANO PACHECO DA SILVEIRA,2606,2048,1.27,7,69
SERRARIA,RUA DRA NOEMI VALLE ROCHA,2362,1902,1.24,8,58
SETIMO CEU,RUA PROF PEREIRA COELHO,5008,2555,1.96,5,16
SETIMO CEU,RUA CEL GOMES DE CARVALHO,4545,3756,1.21,6,48
SETIMO CEU,RUA PROF XAVIER SIMOES,4334,2844,1.52,15,49
SETIMO CEU,RUA PADRE JOAO BATISTA REUS,4183,1919,2.18,10,54
SETIMO CEU,AVENIDA WENCESLAU ESCOBAR,3506,1876,1.87,11,60
SETIMO CEU,AVENIDA CEL MARCOS,3362,3675,0.91,24,98
SETIMO CEU,RUA LIBERAL,2186,3989,0.55,3,26
STA ROSA LIMA,RUA DO BOSQUE,5819,1822,3.19,397,14
STA ROSA LIMA,RUA JOAO PARIS,4739,1494,3.17,421,491
STA ROSA LIMA,AVENIDA FRANCISCO SILVEIRA BITENCOURT,3875,1500,2.58,296,882
STA ROSA LIMA,RUA PERO LOBO PINHEIRO,3093,1502,2.06,3,18
STA ROSA LIMA,RUA DOS MAIAS,2509,1264,1.98,455,2424
STA ROSA LIMA,RUA JOSE FERREIRA JARDIM,2463,1372,1.8,6,136
STA ROSA LIMA,AVENIDA BERNARDINO SILVEIRA DE AMORIM,2219,1582,1.4,28,192
STA ROSA LIMA,RUA DR MEER MARIO KAUFMANN,2180,1400,1.56,9,80
STA ROSA LIMA,RUA MARIO ARNAUD SAMPAIO,2136,1447,1.48,5,128
STA ROSA LIMA,RUA JACY KROEFF MILANEZ,2028,918,2.21,15,144
STA ROSA LIMA,RUA CIDADE DE ARAGUARI,2028,902,2.25,15,138
STA ROSA LIMA,RUA VALDEMAR ALBINO DE ARAUJO,1954,1798,1.09,3,11
STA ROSA LIMA,RUA EDUARDO NADRUZ,1922,1364,1.41,3,64
STA ROSA LIMA,RUA ARIOSTO VIEIRA RODRIGUES,1537,1398,1.1,3,84
TERESOPOLIS,RUA CASSILDA FLORA ZAFFARI,10153,4494,2.26,109,141
TERESOPOLIS,AVENIDA CEL APARICIO BORGES,10084,1642,6.14,16,23
TERESOPOLIS,RUA ANTONIO SERENO MORETTO,9486,4551,2.08,102,178
TERESOPOLIS,RUA BISPO WILLIAM THOMAS,6325,3925,1.61,21,193
TERESOPOLIS,AVENIDA BELEM,5991,2544,2.35,11,35
TERESOPOLIS,AVENIDA ARNALDO BOHRER,5496,3685,1.49,96,340
TERESOPOLIS,AVENIDA ENG LUDOLFO BOEHL,4681,2865,1.63,144,393
TERESOPOLIS,RUA MARECHAL MESQUITA,4650,3316,1.4,111,409
TERESOPOLIS,RUA COMENDADOR JOSE JULIO DE MELLO,4638,2747,1.69,4,24
TERESOPOLIS,RUA DEPUTADO ASTERIO DE MELLO,4162,2807,1.48,3,31
TERESOPOLIS,AVENIDA CLEMENCIANO BARNASQUE,4063,2022,2.01,50,260
TERESOPOLIS,RUA SAO JOAQUIM,4052,1768,2.29,3,108
TERESOPOLIS,RUA DAWID JOZEF KAPEL,4044,2362,1.71,12,92
TERESOPOLIS,RUA CEL JOAO PINTO,3933,1649,2.39,4,44
TERESOPOLIS,AVENIDA TERESOPOLIS,3930,1896,2.07,152,865
TERESOPOLIS,RUA PROF CLEMENTE PINTO,3870,2292,1.69,3,104
TERESOPOLIS,RUA CATUMBI,3696,1849,2.0,15,109
TERESOPOLIS,RUA ANCHIETA,3659,1868,1.96,7,47
TERESOPOLIS,AVENIDA CINCO DE NOVEMBRO,3583,2134,1.68,18,105
TERESOPOLIS,RUA SEPE TIARAJU,3478,1937,1.8,6,79
TERESOPOLIS,RUA PROF CARVALHO FREITAS,3464,1871,1.85,82,507
TERESOPOLIS,TRAVESSA VIAMAO,3386,1526,2.22,3,57
TERESOPOLIS,RUA SILVERIO SOUTO,3384,2157,1.57,24,176
TERESOPOLIS,RUA OTAVIO FARIA,3351,2444,1.37,7,73
TERESOPOLIS,TRAVESSA MARECHAL BORMANN,3290,1154,2.85,8,75
TERESOPOLIS,RUA CARLOS FERREIRA,3288,2696,1.22,29,129
TERESOPOLIS,AVENIDA GEN GOMES CARNEIRO,3265,2110,1.55,8,75
TERESOPOLIS,RUA DONA LIDA MONTEIRO,3067,2967,1.03,3,35
TERESOPOLIS,RUA ANTONIO DIVAN,2950,1975,1.49,7,103
TERESOPOLIS,RUA PINDORAMA,2903,2759,1.05,5,39
TERESOPOLIS,RUA ALFREDO VARELA,2821,2489,1.13,8,60
TERESOPOLIS,RUA PEDRO CARNEIRO PEREIRA,2584,2532,1.02,4,18
TERESOPOLIS,RUA FERNANDO OSORIO,2550,2387,1.07,15,118
TERESOPOLIS,RUA DARIO TOTTA,2167,1850,1.17,3,26
TRES FIGUEIRAS,RUA THEREZIA KISSLINGER,23847,9722,2.45,7,17
TRES FIGUEIRAS,RUA ENG ILDEFONSO SIMOES LOPES,21483,6800,3.16,37,74
TRES FIGUEIRAS,RUA CEL ARMANDO ASSIS,20382,7253,2.81,3,35
TRES FIGUEIRAS,RUA CARLOS HUBER,20020,7407,2.7,88,201
TRES FIGUEIRAS,RUA TOMAZ GONZAGA,16560,4748,3.49,14,36
TRES FIGUEIRAS,ALAMEDA ALCEU WAMOSY,16381,5008,3.27,147,268
TRES FIGUEIRAS,RUA MOZART,13538,5795,2.34,5,9
TRES FIGUEIRAS,RUA ANA MALTZ KNIJNIK,13374,3808,3.51,9,41
TRES FIGUEIRAS,RUA PRIMEIRO DE JANEIRO,12472,5868,2.13,37,199
TRES FIGUEIRAS,RUA ALFA,11651,10396,1.12,3,12
TRES FIGUEIRAS,RUA EWALDO CAMPOS,11471,5568,2.06,35,60
TRES FIGUEIRAS,RUA JOAO CAETANO,11444,5963,1.92,3,51
TRES FIGUEIRAS,RUA VALDIR ANTONIO LOPES,10785,5190,2.08,63,213
TRES FIGUEIRAS,RUA BALDUINO ROEHRIG,10663,5780,1.84,16,25
TRES FIGUEIRAS,ALAMEDA EMILIO DE MENEZES,10191,4860,2.1,15,132
TRES FIGUEIRAS,AVENIDA LUIZ MANOEL GONZAGA,9966,5301,1.88,50,224
TRES FIGUEIRAS,ALAMEDA EDUARDO GUIMARAES,9685,5186,1.87,21,100
TRES FIGUEIRAS,RUA OSORIO TUYUTY DE OLIVEIRA FREITAS,8974,5469,1.64,3,33
TRES FIGUEIRAS,RUA DE LA GRANGE,8277,5779,1.43,6,38
TRES FIGUEIRAS,AVENIDA CARLOS GOMES,8164,4938,1.65,9,48
TRES FIGUEIRAS,RUA ROSA,8096,4806,1.68,4,12
TRES FIGUEIRAS,RUA IRACEMA,7368,4846,1.52,3,7
TRES FIGUEIRAS,RUA GUSTAVO SCHMIDT,7062,6108,1.16,3,18
TRES FIGUEIRAS,RUA GEN NESTOR SILVA SOARES,6557,6241,1.05,7,51
TRES FIGUEIRAS,RUA PROF FERNANDO CARNEIRO,6286,6724,0.93,3,45
TRES FIGUEIRAS,AVENIDA DR NILO PECANHA,6146,4531,1.36,14,35
TRES FIGUEIRAS,RUA ALFREDO SCHUETT,5875,6434,0.91,9,30
TRES FIGUEIRAS,RUA DES ESPIRIDIAO L MEDEIROS,5698,6681,0.85,5,44
TRES FIGUEIRAS,RUA DES HUGO CANDAL,5622,4335,1.3,10,46
TRES FIGUEIRAS,RUA INDIANAPOLIS,5357,6181,0.87,5,31
TRES FIGUEIRAS,RUA MATIAS JOSE BINS,5055,5662,0.89,8,56
TRES FIGUEIRAS,RUA LUIZ VOELCKER,4792,4919,0.97,9,45
TRES FIGUEIRAS,RUA FELIPE BECKER,4448,5757,0.77,7,48
TRES FIGUEIRAS,AVENIDA PROTASIO ALVES,2949,2386,1.24,7,129
TRISTEZA,RUA LIBERAL,13333,2778,4.8,3,165
TRISTEZA,RUA DR ARMANDO BARBEDO,7116,2544,2.8,130,672
TRISTEZA,RUA NOSSA SENHORA DE LOURDES,7091,3046,2.33,41,208
TRISTEZA,TRAVESSA NOVA TRENTO,7049,2670,2.64,30,149
TRISTEZA,RUA DR MARIO TOTTA,6943,2697,2.57,142,566
TRISTEZA,RUA ERNESTO PAIVA,6360,2686,2.37,7,42
TRISTEZA,RUA SANTA VITORIA,6344,2023,3.14,10,99
TRISTEZA,RUA DR PEREIRA NETO,6310,2499,2.53,178,798
TRISTEZA,RUA JOSE GOMES,6236,2503,2.49,73,334
TRISTEZA,AVENIDA OTTO NIEMEYER,6003,2480,2.42,175,907
TRISTEZA,RUA CEL ARISTIDES,5948,3009,1.98,17,71
TRISTEZA,RUA GEN RONDON,5571,2522,2.21,137,606
TRISTEZA,RUA MARECHAL HERMES,5529,1919,2.88,53,279
TRISTEZA,RUA DR DIAS DE CARVALHO,5320,2393,2.22,34,177
TRISTEZA,RUA SARGENTO NICOLAU DIAS DE FARIAS,5220,3436,1.52,16,70
TRISTEZA,AVENIDA COPACABANA,5131,3444,1.49,36,212
TRISTEZA,RUA ANTONIO TESSERA,4939,2418,2.04,11,66
TRISTEZA,RUA FOLHA DA TARDE,4886,2548,1.92,16,94
TRISTEZA,RUA ALMIRANTE MARIATH,4880,2478,1.97,5,33
TRISTEZA,RUA VICENTE FAILACE,4612,3350,1.38,8,82
TRISTEZA,RUA ALVARO GUTERRES,4324,2289,1.89,17,102
TRISTEZA,RUA LANDEL DE MOURA,4145,2055,2.02,111,549
TRISTEZA,RUA AFONSO ALVARES,4075,2894,1.41,4,23
TRISTEZA,RUA ALMIRANTE DELAMARE,4053,3198,1.27,13,40
TRISTEZA,RUA DR BARCELOS,4020,1780,2.26,104,586
TRISTEZA,RUA PEDRO DE OLIVEIRA BITTENCOURT,3946,3025,1.3,7,46
TRISTEZA,RUA CEL MASSOT,3929,2083,1.89,41,352
TRISTEZA,RUA DONA PAULINA,3919,2500,1.57,28,143
TRISTEZA,RUA CARLOS JULIO BECKER,3871,4760,0.81,3,26
TRISTEZA,AVENIDA WENCESLAU ESCOBAR,3771,2251,1.68,97,675
TRISTEZA,RUA CASSIO DE MEDEIROS,3688,1574,2.34,10,95
TRISTEZA,RUA DR CASTRO DE MENEZES,3647,1969,1.85,32,180
TRISTEZA,RUA ALMIRANTE CAMARA,3503,3238,1.08,7,44
TRISTEZA,RUA PADRE JOAO BATISTA REUS,3460,2176,1.59,57,416
TRISTEZA,RUA CIDADE DE NATAL,3194,2521,1.27,11,95
TRISTEZA,RUA IETE,1977,3673,0.54,3,17
VILA ASSUNCAO,AVENIDA WENCESLAU ESCOBAR,6734,5381,1.25,4,12
VILA ASSUNCAO,RUA MARACA,6526,3640,1.79,11,50
VILA ASSUNCAO,RUA PARAGUA,6100,2836,2.15,7,28
VILA ASSUNCAO,RUA COROADOS,5582,3869,1.44,6,60
VILA ASSUNCAO,RUA CARIRI,5455,3709,1.47,11,79
VILA ASSUNCAO,AVENIDA COPACABANA,5111,3502,1.46,6,40
VILA ASSUNCAO,RUA PINARE,4863,2869,1.7,3,29
VILA ASSUNCAO,RUA GUAICURU,4860,3872,1.26,9,11
VILA ASSUNCAO,RUA GUAIANA,4790,4223,1.13,5,14
VILA ASSUNCAO,RUA DR POSSIDONIO CUNHA,4723,3947,1.2,10,79
VILA ASSUNCAO,PRAAA JOSE ASSUNCAO,4557,2324,1.96,3,13
VILA ASSUNCAO,RUA GOITACAZ,4508,3860,1.17,8,65
VILA ASSUNCAO,AVENIDA PEREIRA PASSOS,4503,3767,1.2,27,136
VILA ASSUNCAO,RUA CHAVANTES,4434,3267,1.36,15,74
VILA ASSUNCAO,RUA BURUM,4192,2992,1.4,6,35
VILA ASSUNCAO,RUA CAETE,4139,3552,1.17,13,68
VILA ASSUNCAO,RUA PARECI,3995,4049,0.99,8,34
VILA ASSUNCAO,RUA GUARAUM,3929,3810,1.03,8,29
VILA ASSUNCAO,RUA CARAJA,3825,3519,1.09,4,30
VILA ASSUNCAO,AVENIDA GUAIBA,3607,2739,1.32,48,262
VILA ASSUNCAO,RUA MANAJO,3580,3170,1.13,10,64
VILA ASSUNCAO,RUA BORORO,2819,3292,0.86,6,67
VILA ASSUNCAO,RUA CHIRIGUANO,2394,3758,0.64,3,30
VILA CONCEICAO,RUA PADRE JOAO BATISTA REUS,11481,3352,3.43,14,83
VILA CONCEICAO,RUA APOLINARIO PORTO ALEGRE,5652,3904,1.45,12,29
VILA CONCEICAO,RUA NOSSA SENHORA APARECIDA,4270,3857,1.11,7,27
VILA CONCEICAO,RUA SIMAO BOLIVAR,3975,3673,1.08,19,81
VILA CONCEICAO,RUA PROF EMILIO MEYER,3414,3687,0.93,13,37
VILA IPIRANGA,RUA MAJOR PM ANTONIO POMPILIO DA FONSECA,9221,1561,5.91,189,357
VILA IPIRANGA,PRAAA JOHN KENNEDY,6490,2868,2.26,3,31
VILA IPIRANGA,RUA BOLIVIA,6259,2589,2.42,17,19
VILA IPIRANGA,RUA ARACAI,5952,2709,2.2,21,129
VILA IPIRANGA,RUA DOS NAUTAS,5778,2255,2.56,4,46
VILA IPIRANGA,TRAVESSA SAO PEDRO,5769,2037,2.83,3,27
VILA IPIRANGA,AVENIDA ENG JOSE MARIA DE CARVALHO,5693,3019,1.89,21,131
VILA IPIRANGA,AVENIDA BENNO MENTZ,5545,2757,2.01,86,665
VILA IPIRANGA,TRAVESSA GERMANO STEIGLEDER SOBRINHO,5544,2283,2.43,4,23
VILA IPIRANGA,AVENIDA DOM CLAUDIO JOSE GONCALVES P LEAO,5402,2728,1.98,190,1263
VILA IPIRANGA,RUA GUINE,5092,2275,2.24,14,127
VILA IPIRANGA,RUA VERA CRUZ,4921,2417,2.04,13,140
VILA IPIRANGA,AVENIDA BRASILIA,4883,2268,2.15,6,87
VILA IPIRANGA,RUA GANA,4797,2250,2.13,7,104
VILA IPIRANGA,RUA BISPO SARDINHA,4713,2229,2.11,17,52
VILA IPIRANGA,TRAVESSA PROF EMETERIO GARCIA FERNANDEZ,4625,2433,1.9,10,27
VILA IPIRANGA,RUA JOAO CANDIDO,4579,1553,2.95,32,234
VILA IPIRANGA,RUA ALBERTO SILVA,4564,1771,2.58,62,449
VILA IPIRANGA,AVENIDA FRANCISCO TREIN,4530,1645,2.75,10,127
VILA IPIRANGA,AVENIDA MATHILDE TREIN RENNER,4510,2069,2.18,4,84
VILA IPIRANGA,RUA CONGO,4363,2379,1.83,14,103
VILA IPIRANGA,RUA CEL FRANCISCO BITENCOURT,4344,1547,2.81,9,108
VILA IPIRANGA,PRAAA DOM PEDRO,4343,2395,1.81,7,44
VILA IPIRANGA,RUA SAPE,4301,1529,2.81,44,247
VILA IPIRANGA,RUA GASTON ENGLERT,4301,1529,2.81,59,435
VILA IPIRANGA,RUA CIPO,4270,1540,2.77,117,706
VILA IPIRANGA,RUA LIBIA,4263,2250,1.89,4,67
VILA IPIRANGA,AVENIDA DR JOAO SIMPLICIO A DE CARVALHO,4248,1554,2.73,46,318
VILA IPIRANGA,RUA INDIANA,4243,1537,2.76,33,202
VILA IPIRANGA,RUA TUNISIA,4208,1664,2.53,3,45
VILA IPIRANGA,AVENIDA DO FORTE,4196,1599,2.62,116,583
VILA IPIRANGA,RUA PADRE ALOIS KADES S J,4192,2871,1.46,4,35
VILA IPIRANGA,TRAVESSA VASCO DE ATAIDE,4172,2196,1.9,6,25
VILA IPIRANGA,RUA DR DARIO DE BITTENCOURT,4144,1802,2.3,38,236
VILA IPIRANGA,RUA GOMES DE FREITAS,4139,1744,2.37,132,888
VILA IPIRANGA,RUA DOMINGOS SEGUEZIO,4093,1564,2.62,80,536
VILA IPIRANGA,TRAVESSA ANA CESAR,4032,1535,2.63,7,143
VILA IPIRANGA,TRAVESSA OLIMPIO DE OLIVEIRA PACHECO,3994,1306,3.06,3,51
VILA IPIRANGA,TRAVESSA AMERICO SILVEIRA,3882,1152,3.37,20,135
VILA IPIRANGA,RUA DAS CARAVELAS,3829,2286,1.67,13,91
VILA IPIRANGA,AVENIDA ENG ARY DE ABREU LIMA,3817,2154,1.77,7,48
VILA IPIRANGA,AVENIDA ASSIS BRASIL,3714,2106,1.76,8,43
VILA IPIRANGA,RUA ENG WALTER BOEHL,3704,2612,1.42,15,145
VILA IPIRANGA,RUA VALENCA,3646,2216,1.65,8,22
VILA IPIRANGA,RUA MALI,3562,1378,2.58,30,194
VILA IPIRANGA,RUA PADRE JORGE SEDELMAYR S J,3476,1616,2.15,9,29
VILA IPIRANGA,RUA PORTO SEGURO,3189,2261,1.41,4,42
VILA IPIRANGA,RUA ARGELIA,3094,2202,1.41,5,23
VILA IPIRANGA,TRAVESSA LENCOIS,3046,1998,1.52,3,10
VILA IPIRANGA,RUA ILHEUS,2990,2024,1.48,3,50
VILA IPIRANGA,RUA SOMALIA,2615,2307,1.13,8,33
VILA IPIRANGA,AVENIDA FREI HENRIQUE DE COIMBRA,2603,2400,1.08,3,52
VILA IPIRANGA,RUA PROF JOSE MARIA RODRIGUES,1800,1808,1.0,8,17
VILA JARDIM,RUA CANANEIA,10863,7081,1.53,34,208
VILA JARDIM,AVENIDA DR NILO PECANHA,9754,4605,2.12,199,334
VILA JARDIM,RUA ARARUAMA,8197,4045,2.03,25,83
VILA JARDIM,AVENIDA GEN BARRETO VIANA,6637,4402,1.51,49,372
VILA JARDIM,AVENIDA IPE,5053,2153,2.35,8,129
VILA JARDIM,RUA TREMEMBE,4639,5324,0.87,6,32
VILA JARDIM,RUA SOUZA LOBO,4473,2201,2.03,8,241
VILA JARDIM,RUA GEN SALVADOR PINHEIRO,4465,2012,2.22,8,137
VILA JARDIM,RUA SAO LEOPOLDO,4166,2733,1.52,8,70
VILA JARDIM,RUA CONDE DA FIGUEIRA,4129,2244,1.84,11,143
VILA JARDIM,AVENIDA SATURNINO DE BRITO,3814,1705,2.24,60,444
VILA JARDIM,RUA BARAO DE BAGE,3751,1627,2.31,46,311
VILA JARDIM,AVENIDA CIRCULAR,3696,2578,1.43,6,167
VILA JARDIM,AVENIDA PROTASIO ALVES,3407,1727,1.97,20,126
