bairro,logradouro,n_transacoes,rs_m2_mediana
RIO BRANCO,Rua MARIANTE,80,4150
RIO BRANCO,Rua MIGUEL TOSTES,224,10587
RIO BRANCO,Rua MOSTARDEIRO,57,6762
RIO BRANCO,Rua PADRE SCHOELER,9,10980
RIO BRANCO,Rua PEDRO WEINGARTNER,44,6187
RIO BRANCO,Rua PROF ALVARO ALVIM,41,3913
RIO BRANCO,Rua PROF DUPLAN,251,13435
RIO BRANCO,Rua PROF JUVENAL MILER,15,3422
RIO BRANCO,Rua QUINTINO BOCAIUVA,70,8767
RIO BRANCO,Rua RAMIRO BARCELOS,52,5291
RIO BRANCO,Rua SANTA CECILIA,129,10944
RIO BRANCO,Rua SAO MANOEL,33,4656
RIO BRANCO,Rua SAO VICENTE,28,6927
RIO BRANCO,Rua SCHILLER,5,8154
RIO BRANCO,Rua VASCO DA GAMA,106,5993
RIO BRANCO,Rua VICENTE DA FONTOURA,38,5280
RIO BRANCO,Rua VITOR MEIRELES,23,9708
RIO BRANCO,Travessa DES VIEIRA PIRES,3,3485
RIO BRANCO,Travessa FONTE DA SAUDE,3,7469
RUBEM BERTA,Avenida BERNARDINO SILVEIRA DE AMORIM,51,2405
RUBEM BERTA,Avenida FRANCISCO TALAIA DE MOURA,13,3080
RUBEM BERTA,Avenida GAMAL ABDEL NASSER,4,5847
RUBEM BERTA,Avenida MAJOR MANOEL JOSE MONTEIRO,50,2448
RUBEM BERTA,Estrada ANTONIO SEVERINO,167,6669
RUBEM BERTA,Rua ALBERTO RANGEL,35,3997
RUBEM BERTA,Rua AMAURI CAFRUNE,20,2265
RUBEM BERTA,Rua ANTONIO FRANCISCO LISBOA,3,3139
RUBEM BERTA,Rua ARIES,5,1543
RUBEM BERTA,Rua ARY E PREISSLER,6,4651
RUBEM BERTA,Rua CAETANO LA PORTA,9,2493
RUBEM BERTA,Rua CAPRICORNIO,20,1875
RUBEM BERTA,Rua CARMELITA GRIPPI,40,2527
RUBEM BERTA,Rua CEL RICARDO LEAL KELLETER,96,4134
RUBEM BERTA,Rua CINCO LOT RES RUBEM BERTA,9,1713
RUBEM BERTA,Rua DEPUTADO JULIO CESAR REDECKER,5,1878
RUBEM BERTA,Rua DEZ LOT RES RUBEM BERTA,7,1643
RUBEM BERTA,Rua DEZESSEIS LOT RES RUBEM BERTA,9,2392
RUBEM BERTA,Rua DEZOITO LOT RES RUBEM BERTA,4,2047
RUBEM BERTA,Rua DOS MAIAS,29,2157
RUBEM BERTA,Rua DOZE LOT RES RUBEM BERTA,6,2396
RUBEM BERTA,Rua DR CANDIDO JOSE DE GODOY,8,2665
RUBEM BERTA,Rua ERICO ANTUNES PINTO,29,2166
RUBEM BERTA,Rua FRANCISCO GALECKI,36,2271
RUBEM BERTA,Rua INOCENCIO DE OLIVEIRA ALVES,38,4222
RUBEM BERTA,Rua IVO NICOLAU ANTINOLFI,24,2163
RUBEM BERTA,Rua JOAO FAZIO AMATO,3,4300
RUBEM BERTA,Rua JOAO JACOB TAGLIASSUCHI,9,2698
RUBEM BERTA,Rua JOSE BARCELLOS GARCIA,162,3323
RUBEM BERTA,Rua JOSE VIERO,9,2225
RUBEM BERTA,Rua LUCINDA NEVES MOTTA,10,2049
RUBEM BERTA,Rua LUIZ CARLOS DE OLIVEIRA SANTOS,7,1643
RUBEM BERTA,Rua LUIZ CEZAR LEAL,16,2542
RUBEM BERTA,Rua MADRE TERESA DE CALCUTA,15,1713
RUBEM BERTA,Rua NOVE LOT RES RUBEM BERTA,10,1852
RUBEM BERTA,Rua OITO LOT RES RUBEM BERTA,8,2792
RUBEM BERTA,Rua ONZE LOT RES RUBEM BERTA,12,1775
RUBEM BERTA,Rua OSCAR FERREIRA,38,2488
RUBEM BERTA,Rua OVIDIO MORAES LEAL,3,1915
RUBEM BERTA,Rua PAULO GRANATO MARTINS,8,1881
RUBEM BERTA,Rua PAULO RENATO KETZER DE SOUZA,221,3406
RUBEM BERTA,Rua QUATORZE LOT RES RUBEM BERTA,5,1736
RUBEM BERTA,Rua QUINZE LOT RES RUBEM BERTA,7,1736
RUBEM BERTA,Rua SALVADOR DE ROSE,8,2865
RUBEM BERTA,Rua SANTA ROSA DE LIMA,50,2179
RUBEM BERTA,Rua SATURNINO VANZELOTTI,21,2366
RUBEM BERTA,Rua TARCILA MORAES DUTRA,37,2377
RUBEM BERTA,Rua TRES A LOT RES RUBEM BERTA,11,2055
RUBEM BERTA,Rua TRINTA CINCO LOT RES RUBEM BERTA,5,2049
RUBEM BERTA,Rua TRINTA DOIS LOT RES RUBEM BERTA,12,2056
RUBEM BERTA,Rua TRINTA LOT RES RUBEM BERTA,9,2245
RUBEM BERTA,Rua TRINTA NOVE LOT RES RUBEM BERTA,9,1837
RUBEM BERTA,Rua TRINTA OITO LOT RES RUBEM BERTA,6,1698
RUBEM BERTA,Rua TRINTA SETE LOT RES RUBEM BERTA,8,1837
RUBEM BERTA,Rua TRINTA UM LOT RES RUBEM BERTA,4,3005
RUBEM BERTA,Rua TUCANO,10,1702
RUBEM BERTA,Rua UM A LOT RES RUBEM BERTA,12,1674
RUBEM BERTA,Rua VICENTA MARIA,4,4725
RUBEM BERTA,Rua VINTE LOT RES RUBEM BERTA,10,1882
RUBEM BERTA,Rua VINTE OITO LOT RES RUBEM BERTA,9,1736
RUBEM BERTA,Rua VINTE QUATRO LOT RES RUBEM BERTA,9,2315
RUBEM BERTA,Rua VINTE SEIS LOT RES RUBEM BERTA,5,1764
RUBEM BERTA,Rua VINTE SETE LOT RES RUBEM BERTA,7,1764
RUBEM BERTA,Travessa NILVA GARRIDO,3,2543
SANTA CECILIA,Avenida PROTASIO ALVES,53,3984
SANTA CECILIA,Rua DONA EUGENIA,55,4442
SANTA CECILIA,Rua DR ALCIDES CRUZ,54,5590
SANTA CECILIA,Rua FELIPE DE OLIVEIRA,58,10200
SANTA CECILIA,Rua JOAO GUIMARAES,33,4193
SANTA CECILIA,Rua SANTA CECILIA,50,4727
SANTA CECILIA,Rua SAO MANOEL,19,5592
SANTA CECILIA,Rua SAO VICENTE,35,4654
SANTA CECILIA,Rua SILVA SO,55,3888
SANTA CECILIA,Rua VICENTE DA FONTOURA,29,4830
SANTA M GORETTI,Avenida ASSIS BRASIL,14,5131
SANTA M GORETTI,Avenida BRINO,15,3291
SANTA M GORETTI,Avenida GEN EMILIO LUCIO ESTEVES,8,3220
SANTA M GORETTI,Avenida RIO SAO GONCALO,6,3825
SANTA M GORETTI,Rua BRENO ARRUDA,3,1805
SANTA M GORETTI,Rua JULIO VERNE,4,3463
SANTA M GORETTI,Rua MORRETES,17,4043
SANTA M GORETTI,Rua PADRE HILDEBRANDO,33,3597
SANTA M GORETTI,Rua PEDRO WAINE,87,7753
SANTA M GORETTI,Rua PEREIRA PINTO,5,2976
SANTA M GORETTI,Rua PIAUI,27,6245
SANTA M GORETTI,Rua PIRAJU,3,1935
SANTA M GORETTI,Rua SANTA CATARINA,4,3979
SANTA M GORETTI,Rua SAO NICOLAU,9,2714
SANTA M GORETTI,Rua SAO SALVADOR,7,3869
SANTA M GORETTI,Rua VINTE CINCO DE JULHO,6,4131
SANTA TEREZA,AC DAS ORQUIDEAS CONJ RES JD MEDIANEIRA,5,4000
SANTA TEREZA,AC DAS PALMEIRAS CONJ RES JD MEDIANEIRA,3,4739
SANTA TEREZA,Acesso DAS ORQUIDEAS CONJ RES JD MEDIANEIRA,3,2584
SANTA TEREZA,Acesso DAS ROSAS CONJ RES JD MEDIANEIRA,3,3131
SANTA TEREZA,Avenida DEPUTADO ARAMY SILVA,3,3241
SANTA TEREZA,Avenida FELIPE WEIMANN,3,2963
SANTA TEREZA,Avenida FRANCISCO MASSENA VIEIRA,13,3113
SANTA TEREZA,Avenida JORACY CAMARGO,6,2763
SANTA TEREZA,Avenida PADRE CACIQUE,21,4646
SANTA TEREZA,Rua ALVARO OSIMO CAETANO,7,3596
SANTA TEREZA,Rua ARACY DE AZEVEDO JOSE,4,3999
SANTA TEREZA,Rua BANCO DA PROVINCIA,48,2961
SANTA TEREZA,Rua BANCO INGLES,9,3139
SANTA TEREZA,Rua BERNARDINO CAETANO FRAGA,6,2248
SANTA TEREZA,Rua CLEVELAND,30,7950
SANTA TEREZA,Rua CORREA LIMA,14,4136
SANTA TEREZA,Rua CRUZEIRO DO SUL,331,4943
SANTA TEREZA,Rua DONA AMELIA,80,8079
SANTA TEREZA,Rua DONA AUGUSTA,5,5944
SANTA TEREZA,Rua DONA MALVINA,25,3947
SANTA TEREZA,Rua DONA MARIA,3,1596
SANTA TEREZA,Rua DONA ONDINA,5,3894
SANTA TEREZA,Rua DONA OTILIA,35,2843
SANTA TEREZA,Rua DONA SOFIA,6,6703
SANTA TEREZA,Rua DORMENIO,22,3620
SANTA TEREZA,Rua DR ILDEFONSO PINTO,3,9389
SANTA TEREZA,Rua DR LUCIDORO BRITO,8,3281
SANTA TEREZA,Rua DRA AURORA NUNES WAGNER,3,5554
SANTA TEREZA,Rua ENG LEOVIGILDO PAIVA,3,5566
SANTA TEREZA,Rua GIBRAN KHALIL GIBRAN,6,4038
SANTA TEREZA,Rua GILBERTO LASTE,5,4300
SANTA TEREZA,Rua HIPOLITO DA COSTA,26,3702
SANTA TEREZA,Rua JANUARIO SCALZILLI,9,2922
SANTA TEREZA,Rua JOAO FERNANDES SOARES,4,2654
SANTA TEREZA,Rua JOSE LINO AVALLONE,4,3636
SANTA TEREZA,Rua JULIO LOPES DOS SANTOS SOBRINHO,3,2975
SANTA TEREZA,Rua MARIANO DE MATOS,4,9402
SANTA TEREZA,Rua MIGUEL COUTO,27,5352
SANTA TEREZA,Rua MONROE,4,4992
SANTA TEREZA,Rua ORFANOTROFIO,29,3066
SANTA TEREZA,Rua OSCAR TOLLENS,5,1949
SANTA TEREZA,Rua OTAVIO DUTRA,24,4581
SANTA TEREZA,Rua PRISMA,6,2816
SANTA TEREZA,Rua PROF CLEMENTE PINTO,7,2842
SANTA TEREZA,Rua PROF DR MILTON GUERREIRO,5,5248
SANTA TEREZA,Rua PROF MANOEL LOBATO,11,2537
SANTA TEREZA,Rua RUBENS ALCANTARA,3,3785
SANTA TEREZA,Rua SEPE TIARAJU,29,3670
SANTA TEREZA,Rua SILVEIRO,9,4325
SANTA TEREZA,Rua SINKE,3,4032
SANTA TEREZA,Rua VILAMIL,7,4916
SANTA TEREZA,Travessa DEZENOVE DE MARCO,4,2562
SANTA TEREZA,Travessa DONA IDA,5,3943
SANTANA,Avenida IPIRANGA,17,3521
SANTANA,Avenida JERONIMO DE ORNELAS,58,4246
SANTANA,Avenida JOAO PESSOA,101,10525
SANTANA,Avenida PRINCESA ISABEL,74,5097
SANTANA,Avenida VENANCIO AIRES,105,5209
SANTANA,PCA DR JULIO DE ARAGAO BOZANO,4,3398
SANTANA,PCA PIRATINI,3,4079
SANTANA,Pra̤a DR JULIO DE ARAGAO BOZANO,10,3622
SANTANA,Rua AUGUSTO PESTANA,23,3849
SANTANA,Rua BERNARDO PIRES,18,4917
SANTANA,Rua DELEGADO GRANT,3,4271
SANTANA,Rua DOMINGOS CRESCENCIO,91,4908
SANTANA,Rua DR GASTAO RHODES,13,4716
SANTANA,Rua ENG VESPUCIO DE ABREU,16,4405
SANTANA,Rua GEN JACINTO OSORIO,7,4470
SANTANA,Rua GOMES JARDIM,35,3908
SANTANA,Rua IGNACIO MONTANHA,12,4070
SANTANA,Rua JACINTO GOMES,80,4101
SANTANA,Rua LAURINDO,144,4959
SANTANA,Rua LEOPOLDO BIER,35,5382
SANTANA,Rua LIVRAMENTO,27,5362
SANTANA,Rua LOBO DA COSTA,4,3321
SANTANA,Rua LUIZ MANOEL,29,3549
SANTANA,Rua MAESTRO MENDANHA,16,4680
SANTANA,Rua MONSENHOR VERAS,55,5415
SANTANA,Rua OLAVO BILAC,91,4948
SANTANA,Rua RAMIRO BARCELOS,41,4028
SANTANA,Rua SANTA TEREZINHA,33,4526
SANTANA,Rua SANTANA,214,5040
SANTANA,Rua SAO FRANCISCO,24,6909
SANTANA,Rua SAO LUIZ,74,6032
SANTANA,Rua SAO MANOEL,67,5583
SANTANA,Rua VEADOR PORTO,46,4739
SANTANA,Rua VICENTE DA FONTOURA,86,4267
SANTANA,Rua VIEIRA DE CASTRO,20,4623
SANTANA,Travessa FERREIRA DE ABREU,16,3693
SANTANA,Travessa MIRANDA E CASTRO,9,4938
SANTO ANTONIO,Avenida BENTO GONCALVES,213,5208
SANTO ANTONIO,Avenida PROF OSCAR PEREIRA,103,3802
SANTO ANTONIO,Rua ANTONIO RIBEIRO,17,3546
SANTO ANTONIO,Rua CALDRE E FIAO,9,3260
SANTO ANTONIO,Rua CARLOS PESSOA DE BRUM,55,3946
SANTO ANTONIO,Rua DELFINO RIET,61,4632
SANTO ANTONIO,Rua DR JOAO DE DEUS VAZ DA SILVA,28,3986
SANTO ANTONIO,Rua DR JULIO BOCACCIO,18,3712
SANTO ANTONIO,Rua DR MALHEIROS,39,4863
SANTO ANTONIO,Rua DR VOLTAIRE PIRES,60,3429
SANTO ANTONIO,Rua ENG FERNANDO MENDES RIBEIRO,76,3857
SANTO ANTONIO,Rua FAGUNDES VARELA,24,4596
SANTO ANTONIO,Rua GUILHERME SCHELL,34,3869
SANTO ANTONIO,Rua HUMBERTO DE CAMPOS,28,3631
SANTO ANTONIO,Rua JOAQUIM CRUZ,53,6225
SANTO ANTONIO,Rua LUIZ DE CAMOES,51,4281
SANTO ANTONIO,Rua MARTIM AFONSO,5,5774
SANTO ANTONIO,Rua MOYSES ANTUNES DA CUNHA,50,3871
SANTO ANTONIO,Rua PADRE ANTONIO VIEIRA,18,4359
SANTO ANTONIO,Rua PAULINO CHAVES,11,3701
SANTO ANTONIO,Rua PLACIDO DE CASTRO,5,5887
SANTO ANTONIO,Rua SAO FRANCISCO DE ASSIS,5,3614
SANTO ANTONIO,Rua TEIXEIRA DE FREITAS,37,3563
SANTO ANTONIO,Rua TOMAZ EDISON,9,3665
SANTO ANTONIO,Rua VICENTE DA FONTOURA,20,5168
SANTO ANTONIO,Travessa DEZENOVE DE NOVEMBRO,5,4281
SAO CAETANO,Rua ADROALDO DE SOUZA SANTOS,3,1802
SAO GERALDO,Avenida AMAZONAS,13,3339
SAO GERALDO,Avenida BAHIA,21,2493
SAO GERALDO,Avenida BENJAMIN CONSTANT,31,3304
SAO GERALDO,Avenida BERLIM,7,3789
SAO GERALDO,Avenida BRASIL,11,2963
SAO GERALDO,Avenida CEARA,147,8009
SAO GERALDO,Avenida FARRAPOS,37,2461
SAO GERALDO,Avenida GUIDO MONDIN,17,2865
SAO GERALDO,Avenida MARANHAO,13,2833
SAO GERALDO,Avenida PARA,13,3051
SAO GERALDO,Avenida PARANA,48,3473
SAO GERALDO,Avenida PATRIA,16,2564
SAO GERALDO,Avenida PERNAMBUCO,40,2778
SAO GERALDO,Avenida POLONIA,102,5843
SAO GERALDO,Avenida PRESIDENTE FRANKLIN ROOSEVELT,14,2334
SAO GERALDO,Avenida SAO PAULO,16,3232
SAO GERALDO,Avenida SAO PEDRO,16,3386
SAO GERALDO,Avenida VIENA,9,4104
SAO GERALDO,Rua ALMIRANTE TAMANDARE,5,2709
SAO GERALDO,Rua BUARQUE DE MACEDO,14,3119
SAO GERALDO,Rua CONDE DE PORTO ALEGRE,9,2073
SAO GERALDO,Rua ERNESTO FONTOURA,53,2403
SAO GERALDO,Rua MOURA AZEVEDO,10,2642
SAO GERALDO,Rua OLINDA,22,3481
SAO GERALDO,Rua QUINTINO BANDEIRA,15,2612
SAO GERALDO,Rua SANTOS DUMONT,5,5862
SAO JOAO,Avenida ASSIS BRASIL,59,2998
SAO JOAO,Avenida BENJAMIN CONSTANT,114,3196
SAO JOAO,Avenida BERLIM,7,4522
SAO JOAO,Avenida CEARA,12,2592
SAO JOAO,Avenida CRISTOVAO COLOMBO,21,3924
SAO JOAO,Avenida MADRID,5,6015
SAO JOAO,Avenida MARILAND,22,6145
SAO JOAO,Avenida NOVA YORK,6,3426
SAO JOAO,Avenida SAO PEDRO,6,4207
SAO JOAO,Avenida SERTORIO,5,2084
SAO JOAO,Rua AMERICO VESPUCIO,17,4648
SAO JOAO,Rua AUGUSTO SEVERO,61,5748
SAO JOAO,Rua BARAO DO COTEGIPE,10,5541
SAO JOAO,Rua BUARQUE DE MACEDO,8,3912
SAO JOAO,Rua CARLOS VON KOSERITZ,92,5048
SAO JOAO,Rua CEL FEIJO,9,3485
SAO JOAO,Rua DEZESSEIS DE JULHO,4,3154
SAO JOAO,Rua DOM PEDRO II,15,4030
SAO JOAO,Rua DONA LEOPOLDINA,33,6510
SAO JOAO,Rua DONA MARGARIDA,5,3263
SAO JOAO,Rua DONA SEBASTIANA,8,3056
SAO JOAO,Rua DR JOAO INACIO,6,3215
SAO JOAO,Rua EDU CHAVES,6,4022
SAO JOAO,Rua FELICISSIMO DE AZEVEDO,43,5171
SAO JOAO,Rua FILADELFIA,19,6289
SAO JOAO,Rua GEN COUTO DE MAGALHAES,31,3676
SAO JOAO,Rua HONORIO SILVEIRA DIAS,91,3605
SAO JOAO,Rua LUZITANA,24,3944
SAO JOAO,Rua MARCELO GAMA,35,3868
SAO JOAO,Rua MARQUES DE ALEGRETE,11,3747
SAO JOAO,Rua ONZE DE AGOSTO,10,6173
SAO JOAO,Rua PEDRO AMERICO,13,3483
SAO JOAO,Rua PEREIRA FRANCO,4,2623
SAO JOAO,Rua PORTUGAL,12,3334
SAO JOAO,Rua SAO FRANCISCO DA CALIFORNIA,10,6323
SAO JOAO,Rua SOUZA REIS,13,3221
SAO JOAO,Rua VILELA TAVARES,14,3466
SAO JOAO,Rua VINTE CINCO DE FEVEREIRO,5,3828
SAO JOAO,Rua VINTE CINCO DE JULHO,3,4145
SAO JOAO,Rua ZAMENHOFF,11,5613
SAO JOAO,Travessa JAGUARAO,51,8397
SAO SEBASTIAO,Avenida ASSIS BRASIL,71,5220
SAO SEBASTIAO,Avenida ASSIS CHATEAUBRIAND,14,3882
SAO SEBASTIAO,Avenida JOAO XXIII,68,4339
SAO SEBASTIAO,Avenida NEMOTO,27,3319
SAO SEBASTIAO,Avenida PASTOR ERNESTO SCHLIEPER,21,2957
SAO SEBASTIAO,Rua AUGUSTO ATTILIO GIORDANI,16,3736
SAO SEBASTIAO,Rua BOM RETIRO DO SUL,7,3390
SAO SEBASTIAO,Rua CANDIDO PORTINARI,3,3382
SAO SEBASTIAO,Rua DR ALBERTO ALBERTINI,3,2955
SAO SEBASTIAO,Rua FREDERICO OTAVIO DOMINGUES BARBOSA,95,7400
SAO SEBASTIAO,Rua GUARA,4,3011
SAO SEBASTIAO,Rua ITIBERE DA CUNHA,31,3466
SAO SEBASTIAO,Rua JERONYMO ZELMANOVITZ,409,7714
SAO SEBASTIAO,Rua JOAQUIM SILVEIRA,11,5039
SAO SEBASTIAO,Rua JOSE JULIANO,9,4264
SAO SEBASTIAO,Rua JOSE MAURICIO,17,3288
SAO SEBASTIAO,Rua LASAR SEGALL,25,3372
SAO SEBASTIAO,Rua MAJOR HERCULES GOMES LIMEIRA,5,4655
SAO SEBASTIAO,Rua MARIA MONTESSORI,30,3907
SAO SEBASTIAO,Rua MARTIN LUTHER KING,5,3846
SAO SEBASTIAO,Rua MIGUEL DI GIORGIO,29,4821
SAO SEBASTIAO,Rua MINISTRO OLIVEIRA LIMA,57,3853
SAO SEBASTIAO,Rua PRESIDENTE JUAREZ,26,4737
SAO SEBASTIAO,Rua VERONESE,5,3558
SAO SEBASTIAO,Rua WALT DISNEY,8,3881
SAO SEBASTIAO,Travessa LANCASTER,7,3774
SARANDI,AL TRES DE OUTUBRO,53,5300
SARANDI,Alameda TRES DE OUTUBRO,58,4832
SARANDI,Avenida ALCIDES MAIA,16,2217
SARANDI,Avenida ALCIDES S SEVERIANO,6,3073
SARANDI,Avenida ASSIS BRASIL,7,3573
SARANDI,Avenida BALTAZAR DE OLIVEIRA GARCIA,23,3189
SARANDI,Avenida DOS GAUCHOS,5,3500
SARANDI,Avenida ECOVILLE,122,4652
SARANDI,Avenida ENG FRANCISCO RODOLFO SIMCH,185,3738
SARANDI,Avenida ENG FREDERICO DAHNE,21,4670
SARANDI,Avenida FARIA LOBATO,47,3697
SARANDI,Avenida FRANCISCO SILVEIRA BITENCOURT,3,4955
SARANDI,Avenida GEN RAPHAEL ZIPPIN,41,3847
SARANDI,Avenida MARTINS BASTOS,7,3319
SARANDI,Avenida MINAS GERAIS,4,2980
SARANDI,Avenida SALVADOR LEAO,32,3835
SARANDI,Avenida SARANDI,65,3916
SARANDI,Avenida SERTORIO,63,4410
SARANDI,Avenida SOUZA MELO,145,3782
SARANDI,Avenida VINTE UM DE ABRIL,7,2322
SARANDI,Avenida WILLY EUGENIO FLECK,135,5329
SARANDI,Beco JOSE PARIS,97,2866
SARANDI,Rua ABAETE,17,3193
SARANDI,Rua ALVARO VIEIRA GUIMARAES,5,3472
SARANDI,Rua ARI BARROSO,28,3501
SARANDI,Rua BADEN POWELL,9,3030
SARANDI,Rua COMISSARIO BERGMANN,15,3739
SARANDI,Rua CORREA DE MELO,11,2980
SARANDI,Rua DOM JAIME DE BARROS CAMARA,16,2901
SARANDI,Rua DOMINGOS DE ABREU,8,3037
SARANDI,Rua DONA ALZIRA,14,3393
SARANDI,Rua DR DANILO ANTONIO ZAFFARI,4,3650
SARANDI,Rua DR JOAO DAHNE,5,2423
SARANDI,Rua ENG ARNALDO GLADOSCH,28,4595
SARANDI,Rua ENG FERNANDO DE ABREU PEREIRA,28,3737
SARANDI,Rua ENG JOAO LUDERITZ,48,4741
SARANDI,Rua ENG SADI CASTRO,58,4018
SARANDI,Rua ENG UBATUBA DE FARIA,5,3896
SARANDI,Rua FIGUEIREDO MASCARENHAS,44,3460
SARANDI,Rua GABRIEL FRANCO DA LUZ,165,4127
SARANDI,Rua HENRIQUE SCHNEIDER,169,6668
SARANDI,Rua ITAPUI,9,2048
SARANDI,Rua ITAUNA,4,4816
SARANDI,Rua LAGOA DO PEIXE,6,3854
SARANDI,Rua LAUDELINO FREIRE,8,2663
SARANDI,Rua LILA RIPOLL,13,5000
SARANDI,Rua LINDOLFO HENKE,35,4602
SARANDI,Rua LUIZ CARNIGLIA,3,3978
SARANDI,Rua MONSENHOR ANTONIO GUILHERME GRINGS,28,5181
SARANDI,Rua NICOLAU COPERNICO,4,3370
SARANDI,Rua NORBERTO JUNG,43,3558
SARANDI,Rua OLIVEIRA LOPES,19,3031
SARANDI,Rua PANDIA CALOGERAS,6,2655
SARANDI,Rua PASSOS FIGUEIROA,3,2250
SARANDI,Rua PAULO GOMES DE OLIVEIRA,3,1704
SARANDI,Rua PROF CECY CORDEIRO THOFEHRN,19,3233
SARANDI,Rua PROF JOABER PEREIRA,15,3643
SARANDI,Rua REZENDE COSTA,10,3085
SARANDI,Rua RODRIGUES DA COSTA,11,3048
SARANDI,Rua SENHOR DO BOM FIM,143,5907
SARANDI,Rua SERAFIM ALENCASTRO,6,4092
SARANDI,Rua SYLVIO SANSON,7,3063
SARANDI,Rua TAPIRAPES,3,2360
SARANDI,Rua TARUMA,3,2476
SARANDI,Rua THEO BENEVENUTO,6,4644
SARANDI,Rua VICENTE FERREIRA GOMES,29,3381
SARANDI,Rua VIDAL BARBOSA,7,2229
SARANDI,Rua VIEIRA DA CUNHA,7,2381
SARANDI,Rua VIEIRA DA SILVA,5,2215
SARANDI,Rua VINTE NOVE LOT PRES COSTA SILVA,4,3873
SARANDI,Rua WALDEMAR PINHEIRO CANTERGI,29,4827
SARANDI,Rua XAVIER DE CARVALHO,3,1698
SARANDI,Rua ZEFERINO DIAS,94,4099
SERRARIA,Avenida ORLEAES,309,4086
SERRARIA,Rua DRA NOEMI VALLE ROCHA,8,2362
SERRARIA,Rua PONCIANO PACHECO DA SILVEIRA,7,2606
SETIMO CEU,Avenida CEL MARCOS,24,3362
SETIMO CEU,Avenida WENCESLAU ESCOBAR,11,3506
SETIMO CEU,Rua CEL GOMES DE CARVALHO,6,4545
SETIMO CEU,Rua LIBERAL,3,2186
SETIMO CEU,Rua PADRE JOAO BATISTA REUS,10,4183
SETIMO CEU,Rua PROF PEREIRA COELHO,5,5008
SETIMO CEU,Rua PROF XAVIER SIMOES,15,4334
STA ROSA LIMA,Avenida BERNARDINO SILVEIRA DE AMORIM,28,2219
STA ROSA LIMA,Avenida FRANCISCO SILVEIRA BITENCOURT,296,3875
STA ROSA LIMA,Rua ARIOSTO VIEIRA RODRIGUES,3,1537
STA ROSA LIMA,Rua CIDADE DE ARAGUARI,15,2028
STA ROSA LIMA,Rua DO  BOSQUE,397,5819
STA ROSA LIMA,Rua DOS MAIAS,455,2509
STA ROSA LIMA,Rua DR MEER MARIO KAUFMANN,9,2180
STA ROSA LIMA,Rua EDUARDO NADRUZ,3,1922
STA ROSA LIMA,Rua JACY KROEFF MILANEZ,15,2028
STA ROSA LIMA,Rua JOAO PARIS,421,4739
STA ROSA LIMA,Rua JOSE FERREIRA JARDIM,6,2463
STA ROSA LIMA,Rua MARIO ARNAUD SAMPAIO,5,2136
STA ROSA LIMA,Rua PERO LOBO PINHEIRO,3,3093
STA ROSA LIMA,Rua VALDEMAR ALBINO DE ARAUJO,3,1954
TERESOPOLIS,Avenida ARNALDO BOHRER,96,5496
TERESOPOLIS,Avenida BELEM,11,5991
TERESOPOLIS,Avenida CEL APARICIO BORGES,16,10084
TERESOPOLIS,Avenida CINCO DE NOVEMBRO,18,3583
TERESOPOLIS,Avenida CLEMENCIANO BARNASQUE,50,4063
TERESOPOLIS,Avenida ENG LUDOLFO BOEHL,144,4681
TERESOPOLIS,Avenida GEN GOMES CARNEIRO,8,3265
TERESOPOLIS,Avenida TERESOPOLIS,152,3930
TERESOPOLIS,PCA GUIA LOPES,4,3244
TERESOPOLIS,Rua ALFREDO VARELA,8,2821
TERESOPOLIS,Rua ANCHIETA,7,3659
TERESOPOLIS,Rua ANTONIO DIVAN,7,2950
TERESOPOLIS,Rua ANTONIO SERENO MORETTO,102,9486
TERESOPOLIS,Rua BISPO WILLIAM THOMAS,21,6325
TERESOPOLIS,Rua CARLOS FERREIRA,29,3288
TERESOPOLIS,Rua CASSILDA FLORA ZAFFARI,109,10153
TERESOPOLIS,Rua CATUMBI,15,3696
TERESOPOLIS,Rua CEL JOAO PINTO,4,3933
TERESOPOLIS,Rua COMENDADOR JOSE JULIO DE MELLO,4,4638
TERESOPOLIS,Rua DARIO TOTTA,3,2167
TERESOPOLIS,Rua DAWID JOZEF KAPEL,12,4044
TERESOPOLIS,Rua DEPUTADO ASTERIO DE MELLO,3,4162
TERESOPOLIS,Rua DONA LIDA MONTEIRO,3,3067
TERESOPOLIS,Rua FERNANDO OSORIO,15,2550
TERESOPOLIS,Rua MARECHAL MESQUITA,111,4650
TERESOPOLIS,Rua OTAVIO FARIA,7,3351
TERESOPOLIS,Rua PEDRO CARNEIRO PEREIRA,4,2584
TERESOPOLIS,Rua PINDORAMA,5,2903
TERESOPOLIS,Rua PROF CARVALHO FREITAS,82,3464
TERESOPOLIS,Rua PROF CLEMENTE PINTO,3,3870
TERESOPOLIS,Rua SAO JOAQUIM,3,4052
TERESOPOLIS,Rua SEPE TIARAJU,6,3478
TERESOPOLIS,Rua SILVERIO SOUTO,24,3384
TERESOPOLIS,Travessa MARECHAL BORMANN,8,3290
TERESOPOLIS,Travessa VIAMAO,3,3386
TRES FIGUEIRAS,AL ALCEU WAMOSY,5,7083
TRES FIGUEIRAS,AL EDUARDO GUIMARAES,13,8242
TRES FIGUEIRAS,AL EMILIO DE MENEZES,19,9556
TRES FIGUEIRAS,Alameda ALCEU WAMOSY,147,16381
TRES FIGUEIRAS,Alameda EDUARDO GUIMARAES,21,9685
